row_no,source_section,province,site_name,url,normalized_url,soft_match_key,effective_soft_match_key,candidate_source_level,candidate_platform_type,candidate_action,action_reason,xml_strict_url_dup_count,xml_name_dup_count,xml_soft_dup_count,review_bucket,db_match_type,db_match_count,existing_id,existing_name,existing_url,existing_normalized_url,existing_source_level,existing_platform_type,recommended_batch,recommended_action
15,省市自治区政采、公共资源平台,北京市,北京市公共资源交易服务平台,https://ggzyfw.beijing.gov.cn/,https://ggzyfw.beijing.gov.cn/,ggzyfw.beijing.gov.cn,ggzyfw.beijing.gov.cn,地方省市,公共资源交易,keep,符合公共资源/政府采购/央采主站点特征，可作为补充候选,1,1,1,main_site_candidate,soft_match,1,15,北京市公共资源交易服务平台,https://ggzyfw.beijing.gov.cn,https://ggzyfw.beijing.gov.cn,地方省市,公共资源交易,B-现有库归并,merge_soft_match
16,省市自治区政采、公共资源平台,北京市,北京市政府采购网,http://www.ccgp-beijing.gov.cn/,http://www.ccgp-beijing.gov.cn/,www.ccgp-beijing.gov.cn,www.ccgp-beijing.gov.cn,地方省市,政府采购,keep,符合公共资源/政府采购/央采主站点特征，可作为补充候选,1,1,1,main_site_candidate,soft_match,1,16,北京市政府采购网,http://www.ccgp-beijing.gov.cn,http://www.ccgp-beijing.gov.cn,地方省市,政府采购,B-现有库归并,merge_soft_match
17,省市自治区政采、公共资源平台,北京市,京华云采电子卖场,http://mkt-bjzc.zhongcy.com/mall-view/,http://mkt-bjzc.zhongcy.com/mall-view/,mkt-bjzc.zhongcy.com/mall-view,mkt-bjzc.zhongcy.com/mall-view,地方省市,商城卖场,exclude,疑似登录页、审批/商城/超市类入口，不适合作为主站点库导入,1,1,1,exclude_noise,no_match,0,,,,,,,E-排除,exclude
18,省市自治区政采、公共资源平台,上海市,上海公共资源交易中心,https://www.shggzy.com,https://www.shggzy.com,www.shggzy.com,www.shggzy.com,地方省市,公共资源交易,keep,符合公共资源/政府采购/央采主站点特征，可作为补充候选,1,1,1,main_site_candidate,strict_match,1,7,上海市公共资源交易中心,https://www.shggzy.com,https://www.shggzy.com,地方省市,公共资源交易,B-现有库归并,merge_strict_match
19,省市自治区政采、公共资源平台,上海市,上海政府采购网,https://www.zfcg.sh.gov.cn/,https://www.zfcg.sh.gov.cn/,www.zfcg.sh.gov.cn,www.zfcg.sh.gov.cn,地方省市,政府采购,keep,符合公共资源/政府采购/央采主站点特征，可作为补充候选,1,1,1,main_site_candidate,soft_match,1,8,上海市政府采购网,http://www.zfcg.sh.gov.cn,http://www.zfcg.sh.gov.cn,地方省市,政府采购,B-现有库归并,merge_soft_match
20,省市自治区政采、公共资源平台,上海市,上海政府采购网上超市,https://wscs.zfcg.sh.gov.cn/,https://wscs.zfcg.sh.gov.cn/,wscs.zfcg.sh.gov.cn,wscs.zfcg.sh.gov.cn,地方省市,商城卖场,exclude,疑似登录页、审批/商城/超市类入口，不适合作为主站点库导入,1,1,1,exclude_noise,no_match,0,,,,,,,E-排除,exclude
21,省市自治区政采、公共资源平台,天津市,天津市公共资源交易服务平台,http://ggzy.zwfwb.tj.gov.cn/,http://ggzy.zwfwb.tj.gov.cn/,ggzy.zwfwb.tj.gov.cn,ggzy.zwfwb.tj.gov.cn,地方省市,公共资源交易,keep,符合公共资源/政府采购/央采主站点特征，可作为补充候选,1,1,1,main_site_candidate,soft_match,1,21,天津市公共资源交易平台,http://ggzy.zwfwb.tj.gov.cn,http://ggzy.zwfwb.tj.gov.cn,地方省市,公共资源交易,B-现有库归并,merge_soft_match
22,省市自治区政采、公共资源平台,天津市,天津市政府采购网,http://www.ccgp-tianjin.gov.cn/,http://www.ccgp-tianjin.gov.cn/,www.ccgp-tianjin.gov.cn,www.ccgp-tianjin.gov.cn,地方省市,政府采购,keep,符合公共资源/政府采购/央采主站点特征，可作为补充候选,1,1,1,main_site_candidate,soft_match,1,22,天津市政府采购网,http://www.ccgp-tianjin.gov.cn,http://www.ccgp-tianjin.gov.cn,地方省市,政府采购,B-现有库归并,merge_soft_match
23,省市自治区政采、公共资源平台,天津市,天津市政府采购中心,http://tjgpc.zwfwb.tj.gov.cn/,http://tjgpc.zwfwb.tj.gov.cn/,tjgpc.zwfwb.tj.gov.cn,tjgpc.zwfwb.tj.gov.cn,地方省市,政府采购,keep,符合公共资源/政府采购/央采主站点特征，可作为补充候选,1,1,1,main_site_candidate,no_match,0,,,,,,,A-直接补充主站,add_candidate
24,省市自治区政采、公共资源平台,天津市,天津市电子卖场,https://gcycloud.cn/gpmall-main-web/index,https://gcycloud.cn/gpmall-main-web/index,gcycloud.cn/gpmall-main-web/index,gcycloud.cn/gpmall-main-web/index,地方省市,商城卖场,exclude,疑似登录页、审批/商城/超市类入口，不适合作为主站点库导入,2,1,2,exclude_noise,no_match,0,,,,,,,E-排除,exclude
25,省市自治区政采、公共资源平台,河北省,河北省公共资源交易服务平台,http://ggzy.hebei.gov.cn/hbggfwpt/,http://ggzy.hebei.gov.cn/hbggfwpt/,ggzy.hebei.gov.cn/hbggfwpt,ggzy.hebei.gov.cn/hbggfwpt,地方省市,公共资源交易,keep,符合公共资源/政府采购/央采主站点特征，可作为补充候选,1,1,1,main_site_candidate,no_match,0,,,,,,,A-直接补充主站,add_candidate
26,省市自治区政采、公共资源平台,河北省,河北省政府采购网,http://www.ccgp-hebei.gov.cn/province/,http://www.ccgp-hebei.gov.cn/province/,www.ccgp-hebei.gov.cn/province,www.ccgp-hebei.gov.cn/province,地方省市,政府采购,keep,符合公共资源/政府采购/央采主站点特征，可作为补充候选,1,1,1,main_site_candidate,soft_match,1,43,中国河北政府采购网,https://www.ccgp-hebei.gov.cn/province,https://www.ccgp-hebei.gov.cn/province,地方省市,政府采购,B-现有库归并,merge_soft_match
27,省市自治区政采、公共资源平台,河北省,河北省政府采购网上商城,http://www.hebzfcgwssc.com/Mall/HeBei/index3.aspx,http://www.hebzfcgwssc.com/Mall/HeBei/index3.aspx,www.hebzfcgwssc.com/mall/hebei/index3.aspx,www.hebzfcgwssc.com/Mall/HeBei/index3.aspx,地方省市,商城卖场,exclude,疑似登录页、审批/商城/超市类入口，不适合作为主站点库导入,1,1,1,exclude_noise,no_match,0,,,,,,,E-排除,exclude
28,省市自治区政采、公共资源平台,山西省,山西公共资源交易平台,https://prec.sxzwfw.gov.cn/,https://prec.sxzwfw.gov.cn/,prec.sxzwfw.gov.cn,prec.sxzwfw.gov.cn,地方省市,公共资源交易,keep,符合公共资源/政府采购/央采主站点特征，可作为补充候选,1,1,1,main_site_candidate,no_match,0,,,,,,,A-直接补充主站,add_candidate
29,省市自治区政采、公共资源平台,山西省,山西省政府采购网,http://www.ccgp-shanxi.gov.cn/,http://www.ccgp-shanxi.gov.cn/,www.ccgp-shanxi.gov.cn,www.ccgp-shanxi.gov.cn,地方省市,政府采购,keep,符合公共资源/政府采购/央采主站点特征，可作为补充候选,1,1,1,main_site_candidate,soft_match,1,29,山西政府采购网,http://www.ccgp-shanxi.gov.cn,http://www.ccgp-shanxi.gov.cn,地方省市,政府采购,B-现有库归并,merge_soft_match
30,省市自治区政采、公共资源平台,山西省,山西省政府采购电子卖场,https://shanxisheng-zfcgdzmcgov.cn/,https://shanxisheng-zfcgdzmcgov.cn/,shanxisheng-zfcgdzmcgov.cn,shanxisheng-zfcgdzmcgov.cn,地方省市,商城卖场,exclude,疑似登录页、审批/商城/超市类入口，不适合作为主站点库导入,1,1,1,exclude_noise,no_match,0,,,,,,,E-排除,exclude
31,省市自治区政采、公共资源平台,辽宁省,辽宁公共资源交易服务平台,http://www.lnggzy.gov.cn/lnggzy/,http://www.lnggzy.gov.cn/lnggzy/,www.lnggzy.gov.cn/lnggzy,www.lnggzy.gov.cn/lnggzy,地方省市,公共资源交易,keep,符合公共资源/政府采购/央采主站点特征，可作为补充候选,1,1,1,main_site_candidate,no_match,0,,,,,,,A-直接补充主站,add_candidate
32,省市自治区政采、公共资源平台,辽宁省,辽宁政府采购网,http://www.ccgp-liaoning.gov.cn/,http://www.ccgp-liaoning.gov.cn/,www.ccgp-liaoning.gov.cn,www.ccgp-liaoning.gov.cn,地方省市,政府采购,keep,符合公共资源/政府采购/央采主站点特征，可作为补充候选,1,1,1,main_site_candidate,no_match,0,,,,,,,A-直接补充主站,add_candidate
33,省市自治区政采、公共资源平台,辽宁省,辽宁省网上商城,http://www.ccgp-liaoning.gov.cn/login,http://www.ccgp-liaoning.gov.cn/login,www.ccgp-liaoning.gov.cn/login,www.ccgp-liaoning.gov.cn/login,地方省市,登录入口,exclude,疑似登录页、审批/商城/超市类入口，不适合作为主站点库导入,1,1,1,exclude_noise,no_match,0,,,,,,,E-排除,exclude
34,省市自治区政采、公共资源平台,吉林省,吉林公共资源交易服务平台,http://www.ggzyzx.jl.gov.cn/,http://www.ggzyzx.jl.gov.cn/,www.ggzyzx.jl.gov.cn,www.ggzyzx.jl.gov.cn,地方省市,公共资源交易,keep,符合公共资源/政府采购/央采主站点特征，可作为补充候选,1,1,1,main_site_candidate,no_match,0,,,,,,,A-直接补充主站,add_candidate
35,省市自治区政采、公共资源平台,吉林省,吉林省政府采购网,http://www.ccgp-jilin.gov.cn/,http://www.ccgp-jilin.gov.cn/,www.ccgp-jilin.gov.cn,www.ccgp-jilin.gov.cn,地方省市,政府采购,keep,符合公共资源/政府采购/央采主站点特征，可作为补充候选,1,1,1,main_site_candidate,soft_match,1,18,吉林省政府采购网,http://www.ccgp-jilin.gov.cn,http://www.ccgp-jilin.gov.cn,地方省市,政府采购,B-现有库归并,merge_soft_match
36,省市自治区政采、公共资源平台,吉林省,吉林省政府采购云平台,https://www.zcygov.cn/,https://www.zcygov.cn/,www.zcygov.cn,www.zcygov.cn,地方省市,政府采购,review,云平台类入口需判断是否为主站、聚合页或交易入口,7,1,7,cloud_platform_variant,no_match,0,,,,,,,C-企业招投标与云平台审查,manual_review_high
37,省市自治区政采、公共资源平台,黑龙江省,黑龙江公共资源交易服务平台,https://ggzyjyw.hlj.gov.cn/,https://ggzyjyw.hlj.gov.cn/,ggzyjyw.hlj.gov.cn,ggzyjyw.hlj.gov.cn,地方省市,公共资源交易,keep,符合公共资源/政府采购/央采主站点特征，可作为补充候选,1,1,1,main_site_candidate,soft_match,1,73,黑龙江省公共资源交易网,https://ggzyjyw.hlj.gov.cn,https://ggzyjyw.hlj.gov.cn,地方省市,公共资源交易,B-现有库归并,merge_soft_match
38,省市自治区政采、公共资源平台,黑龙江省,黑龙江政府采购网,https://hljcg.hlj.gov.cn/,https://hljcg.hlj.gov.cn/,hljcg.hlj.gov.cn,hljcg.hlj.gov.cn,地方省市,政府采购,keep,符合公共资源/政府采购/央采主站点特征，可作为补充候选,1,1,1,main_site_candidate,soft_match,1,74,黑龙江省政府采购网,https://hljcg.hlj.gov.cn,https://hljcg.hlj.gov.cn,地方省市,政府采购,B-现有库归并,merge_soft_match
39,省市自治区政采、公共资源平台,黑龙江省,黑龙江政府采购电子卖场,https://hljcg.hlj.gov.cn/mall-view/,https://hljcg.hlj.gov.cn/mall-view/,hljcg.hlj.gov.cn/mall-view,hljcg.hlj.gov.cn/mall-view,地方省市,商城卖场,exclude,疑似登录页、审批/商城/超市类入口，不适合作为主站点库导入,1,1,1,exclude_noise,no_match,0,,,,,,,E-排除,exclude
40,省市自治区政采、公共资源平台,黑龙江省,黑龙江服务工程超市,http://hljcg.hlj.gov.cn/fwgccs/,http://hljcg.hlj.gov.cn/fwgccs/,hljcg.hlj.gov.cn/fwgccs,hljcg.hlj.gov.cn/fwgccs,地方省市,商城卖场,exclude,疑似登录页、审批/商城/超市类入口，不适合作为主站点库导入,1,1,1,exclude_noise,no_match,0,,,,,,,E-排除,exclude
41,省市自治区政采、公共资源平台,江苏省,江苏公共资源交易服务平台,http://jsggzy.jszwfw.gov.cn/,http://jsggzy.jszwfw.gov.cn/,jsggzy.jszwfw.gov.cn,jsggzy.jszwfw.gov.cn,地方省市,公共资源交易,keep,符合公共资源/政府采购/央采主站点特征，可作为补充候选,1,1,1,main_site_candidate,no_match,0,,,,,,,A-直接补充主站,add_candidate
42,省市自治区政采、公共资源平台,江苏省,江苏政府采购网,http://www.ccgp-jiangsu.gov.cn/,http://www.ccgp-jiangsu.gov.cn/,www.ccgp-jiangsu.gov.cn,www.ccgp-jiangsu.gov.cn,地方省市,政府采购,keep,符合公共资源/政府采购/央采主站点特征，可作为补充候选,2,1,2,main_site_candidate,soft_match,1,39,江苏政府采购网,http://www.ccgp-jiangsu.gov.cn,http://www.ccgp-jiangsu.gov.cn,地方省市,政府采购,B-现有库归并,merge_soft_match
43,省市自治区政采、公共资源平台,江苏省,苏采云,http://www.ccgp-jiangsu.gov.cn/,http://www.ccgp-jiangsu.gov.cn/,www.ccgp-jiangsu.gov.cn,www.ccgp-jiangsu.gov.cn,地方省市,待判定,keep,符合公共资源/政府采购/央采主站点特征，可作为补充候选,2,1,2,cloud_platform_variant,soft_match,1,39,江苏政府采购网,http://www.ccgp-jiangsu.gov.cn,http://www.ccgp-jiangsu.gov.cn,地方省市,政府采购,B-现有库归并,merge_soft_match
44,省市自治区政采、公共资源平台,浙江省,浙江公共资源交易服务平台,https://ggzy.zj.gov.cn/,https://ggzy.zj.gov.cn/,ggzy.zj.gov.cn,ggzy.zj.gov.cn,地方省市,公共资源交易,keep,符合公共资源/政府采购/央采主站点特征，可作为补充候选,1,1,1,main_site_candidate,no_match,0,,,,,,,A-直接补充主站,add_candidate
45,省市自治区政采、公共资源平台,浙江省,浙江政府采购网,https://zfcg.czt.zj.gov.cn/,https://zfcg.czt.zj.gov.cn/,zfcg.czt.zj.gov.cn,zfcg.czt.zj.gov.cn,地方省市,政府采购,keep,符合公共资源/政府采购/央采主站点特征，可作为补充候选,1,1,1,main_site_candidate,no_match,0,,,,,,,A-直接补充主站,add_candidate
46,省市自治区政采、公共资源平台,浙江省,政采云,https://www.zcygov.cn/,https://www.zcygov.cn/,www.zcygov.cn,www.zcygov.cn,地方省市,待判定,keep,符合公共资源/政府采购/央采主站点特征，可作为补充候选,7,1,7,cloud_platform_variant,no_match,0,,,,,,,C-企业招投标与云平台审查,manual_review_high
47,省市自治区政采、公共资源平台,安徽省,安徽省公共资源交易服务平台,https://ggzy.ah.gov.cn/,https://ggzy.ah.gov.cn/,ggzy.ah.gov.cn,ggzy.ah.gov.cn,地方省市,公共资源交易,keep,符合公共资源/政府采购/央采主站点特征，可作为补充候选,1,1,1,main_site_candidate,soft_match,1,25,安徽省公共资源交易监管网,http://ggzy.ah.gov.cn,http://ggzy.ah.gov.cn,地方省市,公共资源交易,B-现有库归并,merge_soft_match
48,省市自治区政采、公共资源平台,安徽省,安徽政府采购网,http://www.ccgp-anhui.gov.cn/,http://www.ccgp-anhui.gov.cn/,www.ccgp-anhui.gov.cn,www.ccgp-anhui.gov.cn,地方省市,政府采购,keep,符合公共资源/政府采购/央采主站点特征，可作为补充候选,1,1,1,main_site_candidate,soft_match,1,26,安徽省政府采购网,http://www.ccgp-anhui.gov.cn,http://www.ccgp-anhui.gov.cn,地方省市,政府采购,B-现有库归并,merge_soft_match
49,省市自治区政采、公共资源平台,安徽省,徽采云,https://mall.anhui.zcygov.cn/?utm=site.site-PC-4718.899-pc-websitegroup-anhuiTwoLinkfront.2.18df33a070b01lee9f1789d292a0ea5b,https://mall.anhui.zcygov.cn/?utm=site.site-PC-4718.899-pc-websitegroup-anhuiTwoLinkfront.2.18df33a070b01lee9f1789d292a0ea5b,mall.anhui.zcygov.cn/?utm=site.site-pc-4718.899-pc-websitegroup-anhuitwolinkfront.2.18df33a070b01lee9f1789d292a0ea5b,mall.anhui.zcygov.cn,地方省市,待判定,keep,符合公共资源/政府采购/央采主站点特征，可作为补充候选,1,1,1,cloud_platform_variant,no_match,0,,,,,,,C-企业招投标与云平台审查,manual_review_high
50,省市自治区政采、公共资源平台,福建省,福建公共资源交易服务平台,https://ggzyfw.fujian.gov.cn/,https://ggzyfw.fujian.gov.cn/,ggzyfw.fujian.gov.cn,ggzyfw.fujian.gov.cn,地方省市,公共资源交易,keep,符合公共资源/政府采购/央采主站点特征，可作为补充候选,1,1,1,main_site_candidate,soft_match,1,57,福建省公共资源交易电子公共服务平台,https://ggzyfw.fujian.gov.cn,https://ggzyfw.fujian.gov.cn,地方省市,公共资源交易,B-现有库归并,merge_soft_match
51,省市自治区政采、公共资源平台,福建省,福建省政府采购网,https://zfcg.czt.fujian.gov.cn/,https://zfcg.czt.fujian.gov.cn/,zfcg.czt.fujian.gov.cn,zfcg.czt.fujian.gov.cn,地方省市,政府采购,keep,符合公共资源/政府采购/央采主站点特征，可作为补充候选,1,1,1,main_site_candidate,no_match,0,,,,,,,A-直接补充主站,add_candidate
52,省市自治区政采、公共资源平台,福建省,福建省政府采购网上超市,https://zfcg.czt.fujian.gov.cn/gpmall-main-web/index,https://zfcg.czt.fujian.gov.cn/gpmall-main-web/index,zfcg.czt.fujian.gov.cn/gpmall-main-web/index,zfcg.czt.fujian.gov.cn/gpmall-main-web/index,地方省市,商城卖场,exclude,疑似登录页、审批/商城/超市类入口，不适合作为主站点库导入,1,1,1,exclude_noise,no_match,0,,,,,,,E-排除,exclude
53,省市自治区政采、公共资源平台,江西省,江西省公共资源交易服务平台,https://www.jxsggzy.cn/,https://www.jxsggzy.cn/,www.jxsggzy.cn,www.jxsggzy.cn,地方省市,公共资源交易,keep,符合公共资源/政府采购/央采主站点特征，可作为补充候选,1,1,1,main_site_candidate,no_match,0,,,,,,,A-直接补充主站,add_candidate
54,省市自治区政采、公共资源平台,江西省,江西省政府采购网,http://www.ccgp-jiangxi.gov.cn/web/,http://www.ccgp-jiangxi.gov.cn/web/,www.ccgp-jiangxi.gov.cn/web,www.ccgp-jiangxi.gov.cn/web,地方省市,政府采购,keep,符合公共资源/政府采购/央采主站点特征，可作为补充候选,1,1,1,main_site_candidate,soft_match,1,42,江西省政府采购网,http://www.ccgp-jiangxi.gov.cn/web,http://www.ccgp-jiangxi.gov.cn/web,地方省市,政府采购,B-现有库归并,merge_soft_match
55,省市自治区政采、公共资源平台,江西省,江西省政府采购电子卖场,https://www.jxemall.com/,https://www.jxemall.com/,www.jxemall.com,www.jxemall.com,地方省市,商城卖场,exclude,疑似登录页、审批/商城/超市类入口，不适合作为主站点库导入,1,1,1,exclude_noise,no_match,0,,,,,,,E-排除,exclude
56,省市自治区政采、公共资源平台,山东省,山东省公共资源交易服务平台,https://ggzyjy.shandong.gov.cn/,https://ggzyjy.shandong.gov.cn/,ggzyjy.shandong.gov.cn,ggzyjy.shandong.gov.cn,地方省市,公共资源交易,keep,符合公共资源/政府采购/央采主站点特征，可作为补充候选,1,1,1,main_site_candidate,soft_match,1,27,山东省公共资源交易平台,https://ggzyjy.shandong.gov.cn,https://ggzyjy.shandong.gov.cn,地方省市,公共资源交易,B-现有库归并,merge_soft_match
57,省市自治区政采、公共资源平台,山东省,山东政府采购网,http://www.ccgp-shandong.gov.cn/sdgp2017/site/index.jsp,http://www.ccgp-shandong.gov.cn/sdgp2017/site/index.jsp,www.ccgp-shandong.gov.cn/sdgp2017/site/index.jsp,www.ccgp-shandong.gov.cn/sdgp2017/site/index.jsp,地方省市,政府采购,keep,符合公共资源/政府采购/央采主站点特征，可作为补充候选,1,1,1,main_site_candidate,no_match,0,,,,,,,A-直接补充主站,add_candidate
58,省市自治区政采、公共资源平台,山东省,齐鲁云采山东省政府采购网上商城,http://ggzyjyzx.shandong.gov.cn:8282/gpmall-main-web/index,http://ggzyjyzx.shandong.gov.cn:8282/gpmall-main-web/index,ggzyjyzx.shandong.gov.cn:8282/gpmall-main-web/index,ggzyjyzx.shandong.gov.cn:8282/gpmall-main-web/index,地方省市,商城卖场,exclude,疑似登录页、审批/商城/超市类入口，不适合作为主站点库导入,1,1,1,exclude_noise,no_match,0,,,,,,,E-排除,exclude
59,省市自治区政采、公共资源平台,河南省,河南省公共资源交易中心,https://hnsggzyfwpt.hndrc.gov.cn/,https://hnsggzyfwpt.hndrc.gov.cn/,hnsggzyfwpt.hndrc.gov.cn,hnsggzyfwpt.hndrc.gov.cn,地方省市,公共资源交易,keep,符合公共资源/政府采购/央采主站点特征，可作为补充候选,1,1,1,main_site_candidate,no_match,0,,,,,,,A-直接补充主站,add_candidate
60,省市自治区政采、公共资源平台,河南省,河南省政府采购网,http://www.ccgp-henan.gov.cn/,http://www.ccgp-henan.gov.cn/,www.ccgp-henan.gov.cn,www.ccgp-henan.gov.cn,地方省市,政府采购,keep,符合公共资源/政府采购/央采主站点特征，可作为补充候选,1,1,1,main_site_candidate,soft_match,1,46,河南省政府采购网,http://www.ccgp-henan.gov.cn,http://www.ccgp-henan.gov.cn,地方省市,政府采购,B-现有库归并,merge_soft_match
61,省市自治区政采、公共资源平台,河南省,河南省政府采购云平台,https://www.zcygov.cn/,https://www.zcygov.cn/,www.zcygov.cn,www.zcygov.cn,地方省市,政府采购,review,云平台类入口需判断是否为主站、聚合页或交易入口,7,1,7,cloud_platform_variant,no_match,0,,,,,,,C-企业招投标与云平台审查,manual_review_high
62,省市自治区政采、公共资源平台,湖北省,湖北公共资源交易中心,https://www.hbggzyfwpt.cn/,https://www.hbggzyfwpt.cn/,www.hbggzyfwpt.cn,www.hbggzyfwpt.cn,地方省市,公共资源交易,keep,符合公共资源/政府采购/央采主站点特征，可作为补充候选,1,1,1,main_site_candidate,no_match,0,,,,,,,A-直接补充主站,add_candidate
63,省市自治区政采、公共资源平台,湖北省,湖北政府采购网,https://www.ccgp-hubei.gov.cn/,https://www.ccgp-hubei.gov.cn/,www.ccgp-hubei.gov.cn,www.ccgp-hubei.gov.cn,地方省市,政府采购,keep,符合公共资源/政府采购/央采主站点特征，可作为补充候选,1,1,1,main_site_candidate,soft_match,1,52,湖北省政府购买服务信息平台,http://www.ccgp-hubei.gov.cn,http://www.ccgp-hubei.gov.cn,地方省市,政府采购,B-现有库归并,merge_soft_match
64,省市自治区政采、公共资源平台,湖北省,湖北省政府采购网上商城,https://wssc.hubeigp.gov.cn/,https://wssc.hubeigp.gov.cn/,wssc.hubeigp.gov.cn,wssc.hubeigp.gov.cn,地方省市,商城卖场,exclude,疑似登录页、审批/商城/超市类入口，不适合作为主站点库导入,1,1,1,exclude_noise,no_match,0,,,,,,,E-排除,exclude
