row_no,source_section,province,site_name,url,normalized_url,soft_match_key,effective_soft_match_key,candidate_source_level,candidate_platform_type,candidate_action,action_reason,xml_strict_url_dup_count,xml_name_dup_count,xml_soft_dup_count,review_bucket,db_match_type,db_match_count,existing_id,existing_name,existing_url,existing_normalized_url,existing_source_level,existing_platform_type,recommended_batch,recommended_action
29,省市自治区政采、公共资源平台,山西省,山西省政府采购网,http://www.ccgp-shanxi.gov.cn/,http://www.ccgp-shanxi.gov.cn/,www.ccgp-shanxi.gov.cn,www.ccgp-shanxi.gov.cn,地方省市,政府采购,keep,符合公共资源/政府采购/央采主站点特征，可作为补充候选,1,1,1,main_site_candidate,soft_match,1,29,山西政府采购网,http://www.ccgp-shanxi.gov.cn,http://www.ccgp-shanxi.gov.cn,地方省市,政府采购,B-现有库归并,merge_soft_match
35,省市自治区政采、公共资源平台,吉林省,吉林省政府采购网,http://www.ccgp-jilin.gov.cn/,http://www.ccgp-jilin.gov.cn/,www.ccgp-jilin.gov.cn,www.ccgp-jilin.gov.cn,地方省市,政府采购,keep,符合公共资源/政府采购/央采主站点特征，可作为补充候选,1,1,1,main_site_candidate,soft_match,1,18,吉林省政府采购网,http://www.ccgp-jilin.gov.cn,http://www.ccgp-jilin.gov.cn,地方省市,政府采购,B-现有库归并,merge_soft_match
37,省市自治区政采、公共资源平台,黑龙江省,黑龙江公共资源交易服务平台,https://ggzyjyw.hlj.gov.cn/,https://ggzyjyw.hlj.gov.cn/,ggzyjyw.hlj.gov.cn,ggzyjyw.hlj.gov.cn,地方省市,公共资源交易,keep,符合公共资源/政府采购/央采主站点特征，可作为补充候选,1,1,1,main_site_candidate,soft_match,1,73,黑龙江省公共资源交易网,https://ggzyjyw.hlj.gov.cn,https://ggzyjyw.hlj.gov.cn,地方省市,公共资源交易,B-现有库归并,merge_soft_match
38,省市自治区政采、公共资源平台,黑龙江省,黑龙江政府采购网,https://hljcg.hlj.gov.cn/,https://hljcg.hlj.gov.cn/,hljcg.hlj.gov.cn,hljcg.hlj.gov.cn,地方省市,政府采购,keep,符合公共资源/政府采购/央采主站点特征，可作为补充候选,1,1,1,main_site_candidate,soft_match,1,74,黑龙江省政府采购网,https://hljcg.hlj.gov.cn,https://hljcg.hlj.gov.cn,地方省市,政府采购,B-现有库归并,merge_soft_match
42,省市自治区政采、公共资源平台,江苏省,江苏政府采购网,http://www.ccgp-jiangsu.gov.cn/,http://www.ccgp-jiangsu.gov.cn/,www.ccgp-jiangsu.gov.cn,www.ccgp-jiangsu.gov.cn,地方省市,政府采购,keep,符合公共资源/政府采购/央采主站点特征，可作为补充候选,2,1,2,main_site_candidate,soft_match,1,39,江苏政府采购网,http://www.ccgp-jiangsu.gov.cn,http://www.ccgp-jiangsu.gov.cn,地方省市,政府采购,B-现有库归并,merge_soft_match
43,省市自治区政采、公共资源平台,江苏省,苏采云,http://www.ccgp-jiangsu.gov.cn/,http://www.ccgp-jiangsu.gov.cn/,www.ccgp-jiangsu.gov.cn,www.ccgp-jiangsu.gov.cn,地方省市,待判定,keep,符合公共资源/政府采购/央采主站点特征，可作为补充候选,2,1,2,cloud_platform_variant,soft_match,1,39,江苏政府采购网,http://www.ccgp-jiangsu.gov.cn,http://www.ccgp-jiangsu.gov.cn,地方省市,政府采购,B-现有库归并,merge_soft_match
47,省市自治区政采、公共资源平台,安徽省,安徽省公共资源交易服务平台,https://ggzy.ah.gov.cn/,https://ggzy.ah.gov.cn/,ggzy.ah.gov.cn,ggzy.ah.gov.cn,地方省市,公共资源交易,keep,符合公共资源/政府采购/央采主站点特征，可作为补充候选,1,1,1,main_site_candidate,soft_match,1,25,安徽省公共资源交易监管网,http://ggzy.ah.gov.cn,http://ggzy.ah.gov.cn,地方省市,公共资源交易,B-现有库归并,merge_soft_match
48,省市自治区政采、公共资源平台,安徽省,安徽政府采购网,http://www.ccgp-anhui.gov.cn/,http://www.ccgp-anhui.gov.cn/,www.ccgp-anhui.gov.cn,www.ccgp-anhui.gov.cn,地方省市,政府采购,keep,符合公共资源/政府采购/央采主站点特征，可作为补充候选,1,1,1,main_site_candidate,soft_match,1,26,安徽省政府采购网,http://www.ccgp-anhui.gov.cn,http://www.ccgp-anhui.gov.cn,地方省市,政府采购,B-现有库归并,merge_soft_match
50,省市自治区政采、公共资源平台,福建省,福建公共资源交易服务平台,https://ggzyfw.fujian.gov.cn/,https://ggzyfw.fujian.gov.cn/,ggzyfw.fujian.gov.cn,ggzyfw.fujian.gov.cn,地方省市,公共资源交易,keep,符合公共资源/政府采购/央采主站点特征，可作为补充候选,1,1,1,main_site_candidate,soft_match,1,57,福建省公共资源交易电子公共服务平台,https://ggzyfw.fujian.gov.cn,https://ggzyfw.fujian.gov.cn,地方省市,公共资源交易,B-现有库归并,merge_soft_match
54,省市自治区政采、公共资源平台,江西省,江西省政府采购网,http://www.ccgp-jiangxi.gov.cn/web/,http://www.ccgp-jiangxi.gov.cn/web/,www.ccgp-jiangxi.gov.cn/web,www.ccgp-jiangxi.gov.cn/web,地方省市,政府采购,keep,符合公共资源/政府采购/央采主站点特征，可作为补充候选,1,1,1,main_site_candidate,soft_match,1,42,江西省政府采购网,http://www.ccgp-jiangxi.gov.cn/web,http://www.ccgp-jiangxi.gov.cn/web,地方省市,政府采购,B-现有库归并,merge_soft_match
56,省市自治区政采、公共资源平台,山东省,山东省公共资源交易服务平台,https://ggzyjy.shandong.gov.cn/,https://ggzyjy.shandong.gov.cn/,ggzyjy.shandong.gov.cn,ggzyjy.shandong.gov.cn,地方省市,公共资源交易,keep,符合公共资源/政府采购/央采主站点特征，可作为补充候选,1,1,1,main_site_candidate,soft_match,1,27,山东省公共资源交易平台,https://ggzyjy.shandong.gov.cn,https://ggzyjy.shandong.gov.cn,地方省市,公共资源交易,B-现有库归并,merge_soft_match
60,省市自治区政采、公共资源平台,河南省,河南省政府采购网,http://www.ccgp-henan.gov.cn/,http://www.ccgp-henan.gov.cn/,www.ccgp-henan.gov.cn,www.ccgp-henan.gov.cn,地方省市,政府采购,keep,符合公共资源/政府采购/央采主站点特征，可作为补充候选,1,1,1,main_site_candidate,soft_match,1,46,河南省政府采购网,http://www.ccgp-henan.gov.cn,http://www.ccgp-henan.gov.cn,地方省市,政府采购,B-现有库归并,merge_soft_match
63,省市自治区政采、公共资源平台,湖北省,湖北政府采购网,https://www.ccgp-hubei.gov.cn/,https://www.ccgp-hubei.gov.cn/,www.ccgp-hubei.gov.cn,www.ccgp-hubei.gov.cn,地方省市,政府采购,keep,符合公共资源/政府采购/央采主站点特征，可作为补充候选,1,1,1,main_site_candidate,soft_match,1,52,湖北省政府购买服务信息平台,http://www.ccgp-hubei.gov.cn,http://www.ccgp-hubei.gov.cn,地方省市,政府采购,B-现有库归并,merge_soft_match
65,省市自治区政采、公共资源平台,湖南省,湖南省公共资源交易服务平台,https://www.hnsggzy.com/,https://www.hnsggzy.com/,www.hnsggzy.com,www.hnsggzy.com,地方省市,公共资源交易,keep,符合公共资源/政府采购/央采主站点特征，可作为补充候选,1,1,1,main_site_candidate,soft_match,1,54,湖南省公共资源交易平台,https://www.hnsggzy.com,https://www.hnsggzy.com,地方省市,公共资源交易,B-现有库归并,merge_soft_match
66,省市自治区政采、公共资源平台,湖南省,湖南政府采购网,http://www.ccgp-hunan.gov.cn/,http://www.ccgp-hunan.gov.cn/,www.ccgp-hunan.gov.cn,www.ccgp-hunan.gov.cn,地方省市,政府采购,keep,符合公共资源/政府采购/央采主站点特征，可作为补充候选,1,1,1,main_site_candidate,soft_match,1,53,中国湖南政府采购网,http://www.ccgp-hunan.gov.cn,http://www.ccgp-hunan.gov.cn,地方省市,政府采购,B-现有库归并,merge_soft_match
69,省市自治区政采、公共资源平台,广东省,广东政府采购网,https://gdgpo.czt.gd.gov.cn/,https://gdgpo.czt.gd.gov.cn/,gdgpo.czt.gd.gov.cn,gdgpo.czt.gd.gov.cn,地方省市,政府采购,keep,符合公共资源/政府采购/央采主站点特征，可作为补充候选,1,1,1,main_site_candidate,soft_match,1,32,广东省政府采购网,https://gdgpo.czt.gd.gov.cn,https://gdgpo.czt.gd.gov.cn,地方省市,政府采购,B-现有库归并,merge_soft_match
71,省市自治区政采、公共资源平台,海南省,海南公共资源交易服务平台,https://ggzy.hainan.gov.cn/,https://ggzy.hainan.gov.cn/,ggzy.hainan.gov.cn,ggzy.hainan.gov.cn,地方省市,公共资源交易,keep,符合公共资源/政府采购/央采主站点特征，可作为补充候选,1,1,1,main_site_candidate,soft_match,1,50,海南省公共资源交易服务平台,http://ggzy.hainan.gov.cn,http://ggzy.hainan.gov.cn,地方省市,公共资源交易,B-现有库归并,merge_soft_match
74,省市自治区政采、公共资源平台,重庆市,重庆公共资源交易服务平台,https://www.cqggzy.com/,https://www.cqggzy.com/,www.cqggzy.com,www.cqggzy.com,地方省市,公共资源交易,keep,符合公共资源/政府采购/央采主站点特征，可作为补充候选,1,1,1,main_site_candidate,soft_match,1,67,重庆市公共资源交易网,https://www.cqggzy.com,https://www.cqggzy.com,地方省市,公共资源交易,B-现有库归并,merge_soft_match
76,省市自治区政采、公共资源平台,重庆市,重庆市政府采购网,https://www.ccgp-chongqing.gov.cn/,https://www.ccgp-chongqing.gov.cn/,www.ccgp-chongqing.gov.cn,www.ccgp-chongqing.gov.cn,地方省市,政府采购,keep,符合公共资源/政府采购/央采主站点特征，可作为补充候选,1,1,1,main_site_candidate,soft_match,1,68,重庆市政府采购网,https://www.ccgp-chongqing.gov.cn,https://www.ccgp-chongqing.gov.cn,地方省市,政府采购,B-现有库归并,merge_soft_match
78,省市自治区政采、公共资源平台,四川省,四川政府采购网,https://www.ccgp-sichuan.gov.cn/,https://www.ccgp-sichuan.gov.cn/,www.ccgp-sichuan.gov.cn,www.ccgp-sichuan.gov.cn,地方省市,政府采购,keep,符合公共资源/政府采购/央采主站点特征，可作为补充候选,1,1,1,main_site_candidate,soft_match,1,20,四川政府采购,http://www.ccgp-sichuan.gov.cn,http://www.ccgp-sichuan.gov.cn,地方省市,政府采购,B-现有库归并,merge_soft_match
79,省市自治区政采、公共资源平台,贵州省,贵州公共资源交易服务平台,https://ggzy.guizhou.gov.cn/,https://ggzy.guizhou.gov.cn/,ggzy.guizhou.gov.cn,ggzy.guizhou.gov.cn,地方省市,公共资源交易,keep,符合公共资源/政府采购/央采主站点特征，可作为补充候选,1,1,1,main_site_candidate,soft_match,1,61,贵州省公共资源交易公共服务平台,http://ggzy.guizhou.gov.cn,http://ggzy.guizhou.gov.cn,地方省市,公共资源交易,B-现有库归并,merge_soft_match
85,省市自治区政采、公共资源平台,陕西省,陕西公共资源交易中心,https://www.sxggzyjy.cn/,https://www.sxggzyjy.cn/,www.sxggzyjy.cn,www.sxggzyjy.cn,地方省市,公共资源交易,keep,符合公共资源/政府采购/央采主站点特征，可作为补充候选,1,1,1,main_site_candidate,soft_match,1,70,陕西省公共资源交易中心,http://www.sxggzyjy.cn,http://www.sxggzyjy.cn,地方省市,公共资源交易,B-现有库归并,merge_soft_match
88,省市自治区政采、公共资源平台,甘肃省,甘肃省公共资源交易中心,https://ggzyjy.gansu.gov.cn/,https://ggzyjy.gansu.gov.cn/,ggzyjy.gansu.gov.cn,ggzyjy.gansu.gov.cn,地方省市,公共资源交易,keep,符合公共资源/政府采购/央采主站点特征，可作为补充候选,1,1,1,main_site_candidate,soft_match,1,56,甘肃省公共资源交易网,http://ggzyjy.gansu.gov.cn,http://ggzyjy.gansu.gov.cn,地方省市,公共资源交易,B-现有库归并,merge_soft_match
89,省市自治区政采、公共资源平台,甘肃省,甘肃政府采购网,https://www.ccgp-gansu.gov.cn/,https://www.ccgp-gansu.gov.cn/,www.ccgp-gansu.gov.cn,www.ccgp-gansu.gov.cn,地方省市,政府采购,keep,符合公共资源/政府采购/央采主站点特征，可作为补充候选,1,1,1,main_site_candidate,soft_match,1,55,甘肃政府采购网,http://www.ccgp-gansu.gov.cn,http://www.ccgp-gansu.gov.cn,地方省市,政府采购,B-现有库归并,merge_soft_match
92,省市自治区政采、公共资源平台,青海省,青海政府采购网,http://www.ccgp-qinghai.gov.cn/,http://www.ccgp-qinghai.gov.cn/,www.ccgp-qinghai.gov.cn,www.ccgp-qinghai.gov.cn,地方省市,政府采购,keep,符合公共资源/政府采购/央采主站点特征，可作为补充候选,1,1,1,main_site_candidate,soft_match,1,72,青海省政府采购网,http://www.ccgp-qinghai.gov.cn,http://www.ccgp-qinghai.gov.cn,地方省市,政府采购,B-现有库归并,merge_soft_match
95,省市自治区政采、公共资源平台,西藏自治区,西藏政府采购网,http://www.ccgp-xizang.gov.cn/,http://www.ccgp-xizang.gov.cn/,www.ccgp-xizang.gov.cn,www.ccgp-xizang.gov.cn,地方省市,政府采购,keep,符合公共资源/政府采购/央采主站点特征，可作为补充候选,1,1,1,main_site_candidate,soft_match,1,60,西藏自治区政府采购网,http://www.ccgp-xizang.gov.cn,http://www.ccgp-xizang.gov.cn,地方省市,政府采购,B-现有库归并,merge_soft_match
98,省市自治区政采、公共资源平台,内蒙古自治区,内蒙古自治区政府采购网,https://www.ccgp-neimenggu.gov.cn/,https://www.ccgp-neimenggu.gov.cn/,www.ccgp-neimenggu.gov.cn,www.ccgp-neimenggu.gov.cn,地方省市,政府采购,keep,符合公共资源/政府采购/央采主站点特征，可作为补充候选,2,1,2,main_site_candidate,soft_match,1,14,内蒙古自治区政府采购网,http://www.ccgp-neimenggu.gov.cn,http://www.ccgp-neimenggu.gov.cn,地方省市,政府采购,B-现有库归并,merge_soft_match
106,省市自治区政采、公共资源平台,新疆维吾尔自治区,新疆公共资源交易网,https://ggzy.xinjiang.gov.cn/,https://ggzy.xinjiang.gov.cn/,ggzy.xinjiang.gov.cn,ggzy.xinjiang.gov.cn,地方省市,公共资源交易,keep,符合公共资源/政府采购/央采主站点特征，可作为补充候选,1,1,1,main_site_candidate,soft_match,1,37,新疆公共资源交易网,https://ggzy.xinjiang.gov.cn,https://ggzy.xinjiang.gov.cn,地方省市,公共资源交易,B-现有库归并,merge_soft_match
107,省市自治区政采、公共资源平台,新疆维吾尔自治区,新疆政府采购网,http://www.ccgp-xinjiang.gov.cn/,http://www.ccgp-xinjiang.gov.cn/,www.ccgp-xinjiang.gov.cn,www.ccgp-xinjiang.gov.cn,地方省市,政府采购,keep,符合公共资源/政府采购/央采主站点特征，可作为补充候选,1,1,1,main_site_candidate,soft_match,1,38,新疆政府采购网,http://www.ccgp-xinjiang.gov.cn,http://www.ccgp-xinjiang.gov.cn,地方省市,政府采购,B-现有库归并,merge_soft_match
109,省市自治区政采、公共资源平台,新疆生产建设兵团,兵团公共资源交易平台,https://ggzy.xjbt.gov.cn/,https://ggzy.xjbt.gov.cn/,ggzy.xjbt.gov.cn,ggzy.xjbt.gov.cn,地方省市,公共资源交易,keep,符合公共资源/政府采购/央采主站点特征，可作为补充候选,1,1,1,main_site_candidate,soft_match,1,11,兵团公共资源交易平台,https://ggzy.xjbt.gov.cn,https://ggzy.xjbt.gov.cn,地方省市,公共资源交易,B-现有库归并,merge_soft_match
110,省市自治区政采、公共资源平台,新疆生产建设兵团,兵团政府采购网,http://ccgp-bingtuan.gov.cn/,http://ccgp-bingtuan.gov.cn/,ccgp-bingtuan.gov.cn,ccgp-bingtuan.gov.cn,地方省市,政府采购,keep,符合公共资源/政府采购/央采主站点特征，可作为补充候选,1,1,1,main_site_candidate,soft_match,1,12,兵团政府采购网,http://ccgp-bingtuan.gov.cn,http://ccgp-bingtuan.gov.cn,地方省市,政府采购,B-现有库归并,merge_soft_match
124,企业招标采购平台,,国网电子商务平台,https://ecp.sgcc.com.cn/,https://ecp.sgcc.com.cn/,ecp.sgcc.com.cn,ecp.sgcc.com.cn,行业垂直,企业采购平台,review,企业采购/电子商务平台需进一步判断是否属于有效招标信息源,1,1,2,enterprise_procurement_platform,soft_match,1,86,国家电网电子商务平台,https://ecp.sgcc.com.cn,https://ecp.sgcc.com.cn,行业垂直,行业核心,B-现有库归并,merge_soft_match
125,企业招标采购平台,,中国南方电网供应链统一服务平台,http://www.bidding.csg.cn/,http://www.bidding.csg.cn/,www.bidding.csg.cn,www.bidding.csg.cn,行业垂直,企业平台待判定,review,企业采购/电子商务平台需进一步判断是否属于有效招标信息源,2,1,2,enterprise_procurement_platform,soft_match,1,85,南方电网供应链统一服务平台,https://www.bidding.csg.cn,https://www.bidding.csg.cn,行业垂直,行业核心,B-现有库归并,merge_soft_match
134,企业招标采购平台,,中国移动采购与招标网,https://b2b.10086.cn/,https://b2b.10086.cn/,b2b.10086.cn,b2b.10086.cn,行业垂直,企业招投标,review,企业招投标平台相关，但需确认是否纳入当前主库口径,1,1,2,enterprise_bidding_platform,soft_match,1,80,中国移动采购与招标网,https://b2b.10086.cn,https://b2b.10086.cn,行业垂直,行业核心,B-现有库归并,merge_soft_match
153,企业招标采购平台,,云筑网,https://www.yzw.cn/,https://www.yzw.cn/,www.yzw.cn,www.yzw.cn,行业垂直,企业平台待判定,review,企业采购/电子商务平台需进一步判断是否属于有效招标信息源,1,1,1,enterprise_other_platform,soft_match,1,84,云筑网（中建）,https://www.yzw.cn,https://www.yzw.cn,行业垂直,行业核心,B-现有库归并,merge_soft_match
189,企业招标采购平台,,国家电网公司电子商务平台,http://ecp.sgcc.com.cn/,http://ecp.sgcc.com.cn/,ecp.sgcc.com.cn,ecp.sgcc.com.cn,行业垂直,企业采购平台,review,企业采购/电子商务平台需进一步判断是否属于有效招标信息源,1,1,2,enterprise_procurement_platform,soft_match,1,86,国家电网电子商务平台,https://ecp.sgcc.com.cn,https://ecp.sgcc.com.cn,行业垂直,行业核心,B-现有库归并,merge_soft_match
193,企业招标采购平台,,中国移动电子采购与招标投标系统,http://b2b.10086.cn,http://b2b.10086.cn,b2b.10086.cn,b2b.10086.cn,行业垂直,企业招投标,review,企业招投标平台相关，但需确认是否纳入当前主库口径,1,1,2,enterprise_bidding_platform,soft_match,1,80,中国移动采购与招标网,https://b2b.10086.cn,https://b2b.10086.cn,行业垂直,行业核心,B-现有库归并,merge_soft_match
196,企业招标采购平台,,国家能源招标网,http://www.chnenergybidding.com.cn/,http://www.chnenergybidding.com.cn/,www.chnenergybidding.com.cn,www.chnenergybidding.com.cn,行业垂直,企业招投标,review,企业招投标平台相关，但需确认是否纳入当前主库口径,1,1,1,enterprise_bidding_platform,soft_match,1,87,国家能源集团电子商务平台,https://www.chnenergybidding.com.cn,https://www.chnenergybidding.com.cn,行业垂直,行业核心,B-现有库归并,merge_soft_match
215,企业招标采购平台,,中国南方电网电子商务系统,http://www.bidding.csg.cn/,http://www.bidding.csg.cn/,www.bidding.csg.cn,www.bidding.csg.cn,行业垂直,企业采购平台,review,企业采购/电子商务平台需进一步判断是否属于有效招标信息源,2,1,2,enterprise_procurement_platform,soft_match,1,85,南方电网供应链统一服务平台,https://www.bidding.csg.cn,https://www.bidding.csg.cn,行业垂直,行业核心,B-现有库归并,merge_soft_match
240,第三方交易平台,,必联电子招标投标平台,http://www.ebnew.com/,http://www.ebnew.com/,www.ebnew.com,www.ebnew.com,第三方综合,聚合平台,review,第三方平台需结合现有口径审查后再决定是否导入,1,1,1,third_party_trading_platform,soft_match,1,79,中国电力招标网,https://www.ebnew.com,https://www.ebnew.com,行业垂直,电力 / 能源,B-现有库归并,merge_soft_match
